Symbol	space_microg_rep1	space_microg_rep2	space_microg_rep3	space_1g_rep1	space_1g_rep2	ground_rep1	ground_rep2	ground_rep3
NUDT16	26.3489674464626	23.3420921540941	24.8894534534645	23.7953749649502	22.9961877903926	25.3424670140254	21.5551650846346	27.6741668806782
RP11-517B11.7	2.99096387230117	3.73473474465506	3.48854873202198	3.05569022773951	6.30601537109288	3.60474746320189	3.70541654874496	1.47105206010249
MRPL3	82.7500004669989	89.137614413447	96.8743147892259	63.9094360397434	78.9573541374564	73.87911720037	62.2350607434368	76.1269441103041
DNAJC13	285.651292489867	309.486964348096	239.267481783777	269.973482355071	262.284926752163	275.890621501825	286.552213102943	268.068591035761
ACAD11	41.4746990292428	52.7531282682528	33.9798063994064	42.4545897598703	39.5730784964392	32.7340198931161	41.3970730553334	45.7558484527713
NPHP3-ACAD11	0.740619625522193	0.729440379815442	0.570243542734363	0.910205599752195	1.54818341445993	0.837466582360034	1.03592290610074	0.337116097106822
UBA5	44.8359727143051	46.625829077803	45.3175897784779	35.0104082476112	44.9350795904223	34.5181878294484	36.4565176570068	33.3744936135753
NPHP3	49.991824722748	65.1536147251153	50.3156067118555	41.8369502457527	51.8830246699498	53.3793917278178	55.5812482311743	41.2813984366262
SNORA33	0.797590365946977	0.466841843081883	1.20757456108453	1.17026434253854	0.868493134940936	1.09234771612178	0.637491019138917	0.919407537564059
CDV3	258.191395605122	237.943451895797	207.132580963805	234.182897879101	212.516494062939	260.379283932896	223.44060220819	248.086800552702
TOPBP1	230.560586499101	297.319898812774	248.693272107798	206.324105058114	257.678137079867	257.39353350883	264.997048018309	236.042561810613
TFP1	1.31032702977003	1.77983452674968	0.737962231773881	1.33280105678	1.01953541927849	1.20158248773396	1.91247305741675	1.93075582888452
SRPRB	48.9378660248895	46.47994100184	50.2149754984318	52.7269100999307	47.3895167109076	59.6421853002494	41.7556617535991	72.2960793704538
RAB6B	5.46919108077927	5.54374688659736	5.4676292626883	3.93338848464342	5.66408566265827	6.80896743049245	6.97255802183191	2.97275103812379
C3orf36	1.25335628934525	0.554374688659736	0.436068591502748	1.13775699969024	1.01953541927849	2.36675338493053	1.47419798175875	0.459703768782029
SLCO2A1	144.506283087465	104.835171387075	108.446904332953	67.4527364102073	102.066823641102	223.494342718517	160.727423200399	72.4493139600478
RYK	92.7198800413361	114.434606785447	119.616969022985	89.3626854899566	102.519950494115	104.537676432855	90.8026270385995	101.839708244179
AMOTL2	204.126162942001	156.187774126082	209.78253625063	153.012062786914	179.287191508677	141.786733552608	145.626854684546	154.521760146599
ANAPC13	41.702581990942	47.1510261512702	45.988464534636	49.7687419007361	44.5952344506628	37.9772889305007	34.5042014108939	46.2155522215534
CEP63	29.425387429401	36.9680384490466	35.7240807654174	27.5012120496556	31.2279922867893	27.5635740368063	33.3487489387046	26.2031148205757
PPP2R3A	31.7327024166047	37.4640579073211	30.3570827161528	23.8603896506468	35.7970213880003	25.0511742897262	28.6472526725551	20.6253757593537
MSL2	54.9482791397043	53.0740820353716	44.915064924783	53.4420716425932	57.6226314747769	52.8332178697569	58.2108986851224	48.6979525729763
PCCB	44.3517214206944	53.0740820353716	57.2256167002837	36.2456872758464	51.807503527781	35.4648891834206	33.428435316097	42.3540405637843
STAG1	147.468761589554	161.556455321524	147.089290287658	125.640880108651	149.343058638757	157.917068160673	151.244744290708	138.12565906004
RP11-102M11.1	1.48123925104439	3.41378097753627	0.9056809208134	2.99067554204293	1.73698626988187	2.84010406191664	4.82102583223806	1.19522979883328
SLC35G2	16.493029352975	16.3686421230585	15.0611382757488	28.768998420739	12.347706744595	15.292868025705	16.3755505541309	29.5436288737251
NCK1-AS1	0.911531846796546	1.69230168117183	1.44238072573986	0.780176228359025	1.09505656144727	1.42005203095832	1.75310030263202	0
NCK1	44.6080897526059	51.3526027390071	52.6636683584088	32.8649236196239	47.8426435639202	48.3545922336576	54.8640708346431	35.2133086887035
IL20RB	1.93700517444266	2.27585398502418	1.30820577450824	5.07114548433366	1.88802855421943	2.5488113376175	2.31090494437857	4.7502722774143
DZIP1L	24.6683306039315	31.0449825649452	23.68187889238	24.9656393074888	31.5678374265488	33.0253126174153	42.831427848396	22.9238946032639
DBR1	27.9441481783566	27.3686030506754	30.9273262588872	29.1265791920703	26.8855266120846	28.7287449340029	26.4558772942651	30.5549771650456
ARMC8	108.443804398577	116.506217464122	96.7065961001863	93.2310592889034	100.443119084473	104.428441661243	98.8509511552283	99.8476585794568
MRAS	13.5305508508862	8.49068602105174	10.1637525557948	29.0290571635254	8.76045249157813	15.9118650648407	10.7576609479692	31.4437377846908
ESYT3	0.996987957433722	1.10874937731947	1.27466203670034	3.51079302761561	0.981774848194101	1.20158248773396	1.07576609479692	2.23722500807254
CEP70	29.9950948336488	42.278364414103	46.5251643395624	13.9781574247659	40.3282899181269	37.7952309778137	43.0704869805731	15.1089305339694
FAIM	4.35826164249598	4.49335273966312	5.16573562241717	5.00613079863707	4.34246567470468	4.22374450233756	4.26322119049151	3.73892398609384
PIK3CB	45.0353703057918	59.6974006840958	55.9174109257754	41.1217887030903	67.9312673808149	45.4780765812036	62.6733358190948	25.4062949546868
FOXL2	0.712134255309801	0.145888075963088	0.872137183005496	2.27551399938049	0.490887424097051	0.618997039135677	0.0796863773923646	2.42110651558535
MRPS22	41.8450088420039	45.1669483181722	49.8795381203528	45.0551771877337	41.98975504584	41.8369175274643	30.5597257299718	44.6525594076945
COPB2	240.445009962801	255.070712013864	245.808510656318	212.728051599227	242.98927492804	244.139714553219	214.276668808069	242.692942998993
RP11-319G6.1	1.70912221274352	1.77983452674968	2.51578033559278	2.04796259944244	3.13412740000425	1.31081725934614	2.23121856698621	1.68558048553411
SLC25A36	102.860671836948	142.415939755167	116.463857669042	88.6150166044459	116.000474371241	92.9223790514264	108.01488455535	74.1042475276631
RP11-231L11.3	0.769104995734585	1.45888075963088	0.469612329310652	0.455102799876098	1.28385941686921	1.74775634579485	1.87262986872057	0.367763015025624
PXYLP1	5.81101552332798	7.70289041085107	9.15744042155771	3.5758077133122	7.85419878555281	5.5345617616837	4.18353481309914	2.72757569477337
ZBTB38	382.416095101363	351.298486919117	307.596075698477	316.06889451395	339.203210051062	388.001908766458	417.715990290775	304.078719590353
RASA2	57.7398454205187	75.5700233488798	56.5211982063177	39.2363628178893	62.1161394338191	52.3962787833082	61.7569424790826	39.3506426077417
RASA2-IT1	1.31032702977003	1.05039414693424	0.469612329310652	1.20277168538683	1.05729599036288	1.31081725934614	2.4702776991633	0.245175343350416
RNF7	33.6981929612598	32.0370214814942	37.60253008266	30.4593802488503	33.1915419831775	28.4374522097038	20.7981444994072	37.910237465558
ATP1B3	124.196214126029	123.042003267269	128.908584395774	128.013916136577	122.533053168841	130.681198438703	115.545247218929	133.988325141002
TFDP2	60.9017215140942	69.8803883863193	66.1147072193782	40.0490463890966	66.194281110933	52.9060410508317	60.9202355164628	41.4959268620579
RP11-343B5.1	0.940017217008938	0.846150840585913	0.402524853694844	0.617639514117561	1.28385941686921	0.801054991822642	1.23513884958165	0.796819865888851
GK5	55.005249880129	79.2464028631496	60.5464467432662	36.9283414756605	62.0028577205659	47.1165981553863	57.4937212885911	32.0260292251481
XRN1	188.459209325186	251.68610865152	209.178748970087	131.362172449951	206.134957549677	188.029453535096	211.168900089766	116.826051106473
RNU6-1294P	0.598192774460233	0.641907534237589	0.536699804926459	1.13775699969024	1.05729599036288	0.618997039135677	1.07576609479692	0.15323458959401
ATR	109.070482543249	134.217029886041	97.7799957100393	97.8796093162093	107.617627590507	119.502840143723	117.258504332865	98.8669572060551
PLS1	19.911273778462	32.8539947068875	36.7974803752703	9.94724691157756	35.0418099663125	18.0601489065468	21.5950082733308	12.381354839196
TRPC1	9.82745272327526	13.1882820670632	17.8452685138048	5.94884374123756	13.9714113012237	6.62690947780549	7.13193077661664	6.80361577797404
PCOLCE2	1.73760758295591	1.10874937731947	2.18034295751374	1.17026434253854	2.56771883373842	1.20158248773396	1.27498203827783	1.5629928138589
U2SURP	208.085629401524	260.847879822002	204.952238006292	162.536714241463	204.511252993048	210.131288991294	206.74630614449	171.530799591535
CHST2	12.5050775232401	4.37664227889265	8.75491556786286	18.3016340235888	9.21357934459079	8.37466582360034	6.73349888965481	21.0850795281358
C3orf58	20.8228056252586	18.6444961080827	20.3275051115896	15.4734951957873	21.1459198072576	21.1187225116878	17.491159837624	16.5799825940719
RP11-274H2.5	6.12435459566429	6.74002910949468	5.06510440899346	2.89315351349805	9.25133991567518	9.6126599018717	8.96471745664102	2.72757569477337
RP11-274H2.3	4.32977627228359	4.87266173716715	3.72335489667731	1.85291854235268	6.5703393686836	5.02479949416021	7.8889513618441	0.582291440457237
PLOD2	351.253100089006	332.887411732575	347.915648543577	141.634492790011	358.989749299281	336.843624061421	414.448848817688	247.780331373514
PLSCR4	169.060672210547	191.521866124342	185.765219980171	43.4948247310156	160.897793390579	221.564528420035	201.52684842529	51.4868221035873
RP11-329N15.3	0.769104995734585	1.05039414693424	1.00631213423711	1.91793322804927	1.51042284337554	0.946701353972213	1.63357073654348	0.459703768782029
PLSCR1	88.8458696924508	66.8750940214797	56.9908105356284	121.08985210989	48.7866578410299	59.2416578043381	45.4212351136478	158.689740983557
GYG1	38.1703960846053	40.4401746569681	40.6885539609872	54.9699167564629	36.2879088120973	32.6611967120413	30.4401961638833	44.3767371464252
HLTF	134.109122959942	182.79775918175	181.035552949256	65.8923839534893	172.037161860474	137.308107916508	149.571330365468	84.6161403738122
HPS3	51.8433737865535	62.1774979754683	61.8546525177744	44.535059702161	63.8908862747853	64.9218659281714	73.430996767064	47.8704857891687
TM4SF18	5.07039589780578	5.10608265870809	5.83661037857524	0.617639514117561	4.11590224819835	7.50078765070292	9.88111079665322	0.0612938358376039
TM4SF1	146.186919929996	152.102907999116	194.553679285841	46.6805443301483	124.76092686282	219.671125712091	203.240105539226	39.8103463765237
WWTR1	131.9442348238	114.347073939869	144.003266409331	75.9046455507634	136.353422185727	126.020514849916	151.284587479404	58.3823786353177
WWTR1-IT1	1.02547332764611	2.59680775214297	0.838593445197592	1.20277168538683	3.17188797108863	3.5319242821271	4.42259394527624	0.643585276294841
COMMD2	58.3380381949789	72.3021304473066	70.3076744453661	45.8028460732444	65.2125062627389	57.6759594112302	51.9953612485179	42.9056850863227
RNF13	49.6784856504117	51.9069774276668	54.4750302000356	61.7314440689078	46.3322207205447	47.0073633837741	39.564286375309	62.6423002260312
PFN2	14.6984510295943	18.7903841840458	27.3381463134415	10.5973937685434	24.393328920515	12.9625262313118	10.717817759273	12.0135918241704
